kic,tmass_id,mass
11391496,19004812+4915145,1.022
11391750,19012632+4914106,1.225
11394085,19073380+4916035,1.214
11394192,19074435+4915418,0.798
11394497,19083508+4915392,0.875
11394905,19093999+4913392,1.363
11395200,19102422+4916163,0.856
11395438,19110187+4914345,1.062
11395816,19120040+4915550,1.190
11400880,19230716+4916346,1.379
11401029,19232755+4914035,1.081
11401466,19242375+4913221,1.277
11401925,19252176+4916364,1.159
11402359,19261836+4914180,0.959
11403129,19275762+4912059,2.181
11403437,19283303+4913232,1.097
11403918,19293234+4916370,1.151
11404925,19313594+4915590,1.034
11407805,19370791+4912467,1.346
11408704,19384199+4912464,0.684
11409529,19401335+4914581,1.282
11409827,19405091+4915171,1.044
11410217,19413224+4913587,1.570
11410478,19415763+4912584,1.518
11410549,19420328+4917050,1.462
11410622,19421155+4916087,1.336
11410886,19423499+4917077,1.369
11410978,19424317+4913464,1.057
11411163,19425955+4912236,1.275
11412190,19443458+4914428,1.056
11413138,19460251+4913014,1.579
11413158,19460458+4916004,2.835
11413393,19462529+4912393,1.245
11414700,19482168+4917037,1.359
11415061,19485214+4915438,1.338
11415370,19492056+4916595,1.440
11415780,19495818+4912583,1.246
11415994,19501861+4916459,0.933
11441797,18545366+4923255,1.226
11442227,18560366+4920472,1.190
11442897,18580027+4921126,1.292
11443139,18584348+4923267,1.539
11443382,18591806+4921359,0.943
11443558,18594910+4918342,1.167
11444313,19014380+4923062,1.319
11445495,19043746+4923085,0.915
11446151,19062065+4922497,1.116
11446280,19064147+4919529,0.933
11446691,19075629+4923281,0.908
11450315,19163562+4923122,0.649
11453225,19225707+4918425,1.164
11453627,19235447+4922456,0.969
11453721,19240608+4922533,1.068
11453905,19243126+4921161,1.062
11455176,19272681+4922266,1.330
11455925,19285991+4921302,1.036
11456246,19294171+4920277,1.918
11456449,19300850+4921276,1.512
11456927,19310818+4920155,0.829
11457554,19322782+4923423,1.041
11457734,19324775+4922287,2.211
11460287,19373352+4922313,1.370
11461138,19390453+4921175,1.206
11462100,19404077+4922350,1.128
11462235,19405681+4920312,1.169
11462629,19414171+4918187,2.515
11462972,19421645+4919079,1.680
11463411,19425814+4918225,2.703
11463450,19430337+4923149,1.561
11465784,19464418+4920158,1.178
11465942,19470004+4919155,2.606
11466172,19471976+4922012,1.194
11468149,19502159+4922528,1.024
11468340,19504214+4920471,1.455
11494169,18561239+4925334,1.388
11494312,18563672+4925075,1.457
11495084,18585595+4929413,0.886
11496497,19024204+4926528,1.387
11496569,19025133+4929261,1.598
11497421,19044946+4929242,0.905
11498043,19062480+4927231,0.922
11498101,19063587+4927371,1.568
11498178,19064868+4926334,1.284
11498298,19071068+4924377,1.627
11502538,19165799+4925277,1.380
11502920,19175174+4929141,1.024
11505872,19242444+4929103,1.059
11506212,19250956+4928422,1.196
11508336,19293123+4925412,1.304
11508970,19305136+4929598,1.472
11509207,19312057+4925409,0.972
11509277,19312830+4927317,1.713
11509608,19320870+4926497,0.995
11509792,19322887+4928357,0.915
11512096,19363786+4927107,1.022
11513798,19393990+4924073,1.120
11514322,19403701+4924193,1.560
11515377,19422614+4927364,1.274
11515424,19423078+4929529,1.657
11515497,19423836+4926376,1.003
11517291,19452326+4926241,0.965
11517524,19454321+4929535,1.374
11518492,19471225+4924272,1.262
11518690,19473059+4924086,1.105
11519087,19480448+4924199,2.359
11519405,19483294+4924231,1.296
11519450,19483816+4926398,1.382
11519735,19490295+4924133,1.340
11519991,19492463+4924039,2.080
11520578,19501619+4929230,1.265
11520642,19502279+4927427,1.786
11520923,19505079+4927226,1.076
11521155,19511529+4924267,1.443
11521197,19511870+4925512,1.660
11521352,19513387+4927313,1.349
11546913,18570613+4932187,1.530
11547411,18583846+4932157,1.228
11548940,19025062+4932305,1.215
11550492,19065989+4932243,1.108
11554793,19173929+4935298,1.338
11555266,19183780+4935573,1.181
11557992,19244938+4930107,1.181
11559187,19274021+4934059,1.321
11559206,19274324+4930057,1.378
11559478,19281694+4932002,1.678
11559552,19282456+4934268,0.857
11559645,19283631+4935299,1.529
11559818,19285736+4934596,2.150
11560054,19292903+4932133,0.887
11560465,19302080+4934042,1.044
11560861,19310767+4933118,1.016
11560939,19311997+4934050,1.437
11561379,19321643+4931452,1.068
11563791,19365221+4935594,0.950
11564024,19371766+4931365,1.552
11564307,19374466+4930277,1.431
11564401,19375633+4934044,1.244
11564787,19383501+4933052,1.109
11566038,19404807+4933494,1.026
11566089,19405421+4931079,0.924
11566273,19411444+4933174,1.255
11566466,19413366+4931288,1.167
11567392,19430504+4930581,1.126
11567563,19432192+4931535,1.493
11567572,19432356+4934101,2.030
11568605,19450175+4931542,1.541
11569659,19464387+4934210,1.030
11572172,19503228+4930228,1.020
11597759,18554535+4938325,1.081
11598116,18564349+4938109,0.999
11598312,18571765+4940387,1.772
11598459,18574483+4941599,0.971
11599342,19001092+4938169,1.328
11600208,19022922+4939352,0.835
11600255,19023758+4937426,1.123
11600604,19033293+4941160,1.446
11601202,19045107+4939541,1.580
11601378,19051753+4936070,1.248
11601529,19054387+4939381,1.271
11602793,19091653+4938340,1.292
11605089,19145313+4941416,1.235
11605355,19152764+4936153,1.222
11606451,19175437+4937423,1.440
11607019,19190538+4936596,1.056
11607216,19193319+4940281,1.117
11611663,19292668+4940284,0.912
11612171,19302760+4941468,1.549
11612200,19303172+4937182,1.122
11612320,19304827+4939476,1.005
11612603,19312566+4938210,1.077
11614827,19355174+4939368,1.237
11615224,19363394+4938350,0.852
11615498,19370279+4940554,1.977
11615617,19371580+4936463,2.320
11615890,19374688+4937073,1.378
11616096,19380701+4939308,1.209
11617014,19394378+4937326,1.501
11617501,19403166+4938401,1.115
11617622,19404506+4940333,1.184
11617751,19405792+4938458,1.406
11617824,19410496+4938028,1.442
11617894,19411240+4936344,1.111
11618043,19412968+4938155,0.898
11618522,19421336+4939595,1.943
11619724,19440098+4940063,2.566
11621486,19463967+4939064,1.351
11622144,19473856+4940072,1.692
11623012,19485969+4938443,1.301
11623195,19491657+4941157,1.182
11623314,19492734+4941342,1.166
11649294,18562652+4945381,1.096
11649869,18575991+4947290,0.721
11650039,18582883+4942508,1.084
11650041,18582947+4945410,1.086
11650219,18585749+4942095,1.074
11650784,19002950+4945255,0.875
11651361,19015668+4943369,1.078
11651457,19021279+4946055,0.834
11651776,19030224+4947486,1.200
11653073,19061800+4943561,1.385
11653236,19065007+4942402,0.987
11654305,19100322+4945373,1.295
11661782,19272867+4944453,1.549
11662090,19280808+4944277,1.156
11663151,19302132+4945412,1.252
11663297,19304145+4943156,1.249
11663387,19305319+4942362,1.073
11665692,19353997+4944535,2.154
11666557,19371481+4946280,1.068
11667630,19391205+4946245,1.279
11667775,19392622+4946342,0.964
11667799,19392877+4944290,1.801
11667928,19394196+4947514,1.085
11668036,19395636+4945522,1.586
11668246,19402209+4945042,1.575
11669113,19420379+4943320,1.238
11669622,19425712+4943058,1.313
11670968,19450392+4946139,0.999
11671068,19451260+4947453,1.038
11671621,19460579+4942039,1.151
11673900,19493580+4946360,1.611
11674666,19505446+4945288,1.214
11674692,19505682+4942247,2.302
11702195,19023677+4948449,0.970
11702480,19031815+4950070,1.581
11703230,19052349+4951188,1.112
11703724,19064720+4949383,1.230
11704163,19075709+4949035,1.381
11709871,19204438+4948127,1.101
11716326,19345492+4951348,1.060
11716362,19345912+4950038,0.966
11716402,19350338+4953347,1.268
11717920,19374067+4953426,1.371
11720493,19421396+4949408,1.232
11721291,19432666+4949030,1.443
11721374,19433450+4952150,1.233
11721438,19434121+4948592,2.224
11722424,19452143+4953480,1.567
11723893,19473766+4949200,1.140
11724179,19480242+4950179,1.003
11725564,19500983+4951586,2.311
11751835,18592129+4954030,1.452
11752118,19000987+4958543,1.032
11752358,19004872+4956146,1.143
11752396,19005640+4955254,1.280
11753010,19023763+4954310,1.147
11753211,19031217+4954291,1.424
11753439,19034859+4958197,1.048
11753722,19043322+4954121,0.981
11754056,19052680+4955570,1.068
11757076,19133327+4955228,1.690
11757206,19135166+4956321,1.307
11757305,19140609+4955527,1.229
11757466,19142897+4956448,1.302
11757910,19153026+4954554,1.152
11759220,19182532+4955464,1.158
11759478,19190092+4959448,1.111
11759860,19194944+4957366,1.424
11760969,19222894+4957271,1.090
11767058,19353487+4955086,1.784
11768570,19381598+4954311,1.250
11769182,19391990+4957013,1.293
11769563,19400698+4955474,1.286
11769823,19403670+4954221,0.927
11770790,19421762+4955054,2.550
11771561,19433691+4957379,1.240
11772905,19454448+4958565,1.408
11773146,19460913+4955123,1.052
11773616,19465655+4956303,1.235
11773657,19470035+4957330,1.086
11774110,19474663+4958251,1.394
11774570,19482756+4957003,1.087
11775041,19491544+4959530,1.214
11775398,19495386+4958483,1.010
11775511,19500511+4958454,0.981
11802037,18582937+5001497,1.076
11802109,18583750+5001136,0.924
11802617,19001044+5003517,0.979
11802908,19005416+5000277,1.353
11803855,19032942+5001579,0.979
11804677,19053077+5000244,1.828
11805390,19073093+5000575,1.977
11805460,19074337+5005072,1.368
11805489,19074699+5000134,2.209
11805792,19083526+5001393,1.399
11808481,19150219+5002467,0.934
11809504,19171532+5002099,1.518
11810190,19184902+5000487,1.023
11811203,19205821+5002035,1.124
11812012,19230048+5005005,1.007
11817405,19344297+5001061,1.357
11819363,19381224+5005191,1.223
11819760,19385460+5005570,1.260
11819928,19390995+5000499,1.205
11820243,19394207+5000419,1.308
11820688,19403468+5001579,1.682
11821439,19415629+5001000,1.547
11821966,19425028+5002483,1.116
11822342,19432546+5002334,1.072
11823838,19455292+5002304,1.650
11824403,19464438+5002378,0.851
11824814,19472727+5005569,1.070
11824976,19474410+5000056,1.439
11825166,19480315+5001081,1.211
11853719,19020019+5011466,1.083
11854450,19035763+5010064,0.897
11854801,19045044+5011175,0.981
11855110,19053847+5008273,1.378
11855387,19062025+5006198,1.177
11855667,19071179+5007002,0.968
11858652,19145034+5011210,1.008
11860180,19182072+5009080,0.947
11860256,19183178+5008359,1.359
11860771,19194397+5006538,1.416
11861857,19222113+5009030,1.243
11862360,19233462+5011230,1.188
11868246,19360525+5007481,1.507
11868264,19360711+5011171,1.133
11869095,19374027+5011053,1.558
11870991,19411280+5009279,0.971
11871718,19422602+5006015,1.000
11871882,19424010+5006436,1.204
11872655,19435572+5008242,1.013
11873200,19445035+5006019,1.511
11875246,19480970+5010211,1.108
11903733,19014318+5013078,0.851
11904299,19030336+5017598,1.266
11904929,19044584+5015055,1.555
11905111,19051616+5014461,1.042
11905159,19052376+5015090,1.074
11905393,19055664+5013556,1.058
11905420,19060286+5013486,1.031
11905840,19070835+5016440,1.306
11905997,19073878+5015526,1.013
11908744,19143094+5012262,1.132
11909809,19165386+5013543,1.251
11910249,19174501+5017538,1.016
11913049,19241019+5016312,1.098
11913446,19250116+5016194,0.978
11913802,19255048+5015368,0.876
11918016,19350969+5017487,1.144
11920678,19401857+5016563,1.271
11924806,19472232+5015040,2.233
11924919,19473277+5017319,1.586
11925044,19474596+5016384,1.732
11953581,19022344+5021306,1.233
11953668,19023744+5020380,1.167
11953849,19030437+5019018,1.292
11954055,19033792+5020494,2.704
11954278,19041233+5019077,1.166
11954989,19060760+5021237,1.292
11955410,19071635+5018165,1.112
11957627,19130282+5021311,0.884
11959228,19164772+5019499,1.401
11960470,19193461+5021421,1.896
11960908,19202865+5021404,1.271
11961034,19204528+5023474,1.109
11961615,19221692+5020579,1.150
11966805,19342372+5019090,1.206
11968334,19370901+5021414,1.307
11969106,19383490+5019536,1.392
11969378,19390565+5019540,1.356
11969879,19395947+5022197,1.034
11970987,19420704+5023142,1.645
11971166,19422472+5019555,1.569
11971940,19434101+5020020,1.589
11972774,19451266+5019179,1.185
11972904,19452616+5021169,1.336
11973246,19460075+5022308,1.790
11973569,19462850+5020026,1.318
11973853,19465756+5021258,1.493
11974612,19480868+5020094,1.048
11975063,19485480+5022222,1.609
11975173,19490304+5018591,1.207
12003253,19015178+5024593,1.047
12003742,19030568+5027029,2.221
12005162,19070627+5024456,1.264
12007558,19132007+5029541,0.860
12008413,19151588+5025567,1.293
12009953,19184963+5026003,1.132
12010646,19202155+5026038,1.355
12011705,19225574+5024186,0.878
12011995,19234442+5025201,0.821
12012511,19250099+5028279,1.542
12016555,19343267+5026376,1.286
12017132,19353823+5029002,1.114
12017985,19371201+5024555,0.951
12019910,19410077+5029435,1.869
12020466,19420706+5028302,2.468
12020797,19424087+5027079,1.281
12021069,19430646+5027491,1.340
12021730,19441344+5027157,1.414
12021906,19443127+5024243,1.544
12022099,19445126+5029013,1.075
12022176,19445884+5027271,1.358
12023574,19471131+5028082,1.035
12023863,19473998+5028377,1.617
12024640,19490295+5025171,1.162
12052691,19034227+5033344,1.082
12053188,19045938+5031069,1.071
12055552,19112957+5032435,1.301
12056072,19124629+5032484,0.907
12056767,19142352+5031291,1.196
12056819,19143178+5031271,1.320
12057742,19163188+5031473,1.578
12059907,19212765+5030552,0.958
12060834,19235171+5034443,1.179
12066218,19354288+5030529,1.150
12066292,19355053+5030152,1.095
12067001,19370988+5035030,1.744
12067490,19380655+5034026,1.190
12069693,19422121+5033051,1.024
12070025,19424968+5034286,0.983
12070114,19430023+5032393,1.634
12070487,19433426+5030414,1.322
12070550,19434011+5032126,1.186
12070650,19434939+5033566,1.332
12070670,19435065+5034271,1.436
12071521,19451479+5035233,1.076
12072570,19465908+5030567,0.960
12101990,19033335+5036045,0.926
12104965,19115396+5038189,1.039
12105938,19141937+5038493,1.399
12108732,19204333+5040550,1.189
12109442,19223700+5039415,0.891
12110800,19261008+5038485,1.314
12110919,19262617+5037312,0.978
12111110,19265330+5038032,0.994
12114999,19352533+5036463,1.621
12115227,19355802+5038093,0.933
12116393,19380520+5038046,1.102
12116523,19382007+5037595,0.982
12116644,19383459+5040382,2.250
12116993,19391701+5039012,1.130
12117077,19392761+5039085,1.227
12117099,19392999+5039123,1.019
12117138,19393497+5036085,1.575
12117790,19404944+5036451,1.349
12117920,19410577+5041194,1.161
12118044,19412066+5041464,2.029
12119864,19442756+5036417,1.692
12119979,19443965+5041133,1.755
12120144,19445603+5037319,1.021
12120230,19450471+5036280,1.210
12120327,19451497+5036578,1.354
12120872,19460952+5039501,1.318
12121207,19464551+5040254,1.035
12121377,19470288+5040101,1.695
12121656,19473328+5038372,1.352
12122085,19481578+5038454,1.151
12122151,19482040+5036278,1.480
12153362,19114137+5046523,0.803
12153488,19115855+5047178,1.109
12156445,19190914+5047180,1.051
12157006,19201863+5042324,1.524
12157465,19212524+5042109,0.930
12158327,19233391+5044273,1.118
12158667,19242471+5045510,1.107
12164879,19374576+5045358,2.452
12165692,19391774+5043324,1.157
12166162,19401318+5047343,1.454
12166441,19404717+5042547,1.178
12167910,19431896+5044258,1.368
12168406,19440617+5042024,1.149
12169845,19463014+5045346,1.757
12169924,19463770+5043313,1.635
12170173,19470264+5047482,1.308
12202431,19112048+5048410,1.380
12203653,19141018+5053155,1.574
12204508,19161622+5049420,1.119
12204548,19162186+5052408,1.187
12205702,19185695+5051466,1.024
12206050,19194232+5048500,1.100
12206414,19203192+5051515,0.942
12206828,19213200+5050141,1.202
12207086,19220851+5052031,1.178
12207740,19235258+5052002,1.001
12214454,19384980+5053049,1.259
12215063,19395712+5051234,1.072
12215568,19405816+5052568,1.073
12215647,19410705+5048010,1.467
12215898,19413419+5050061,0.991
12216750,19430350+5053029,1.084
12217017,19433245+5053121,1.316
12217154,19434591+5050036,2.093
12217239,19435570+5051026,1.337
12218869,19464677+5049592,1.172
12219032,19470113+5050005,0.991
12252278,19113670+5057408,1.115
12252410,19115664+5054001,1.215
12253210,19135216+5054391,1.115
12253294,19140452+5058032,1.432
12254670,19172683+5058341,1.239
12254817,19174597+5058481,1.459
12257026,19224412+5056134,1.067
12257460,19234876+5058321,1.469
12258572,19262929+5059005,1.166
12264089,19382869+5054183,1.107
12265509,19411174+5054047,2.172
12266056,19421148+5056540,1.127
12267816,19451166+5056486,1.265
12268819,19470388+5054209,2.596
12300740,19085900+5101168,1.327
12300975,19094087+5102084,1.117
12301602,19113077+5101351,0.797
12302542,19140158+5104098,1.233
12302890,19145268+5103367,0.952
12304485,19184461+5101583,1.058
12305574,19211521+5102190,0.976
12305778,19214520+5103432,1.068
12314910,19414879+5102085,1.187
12314927,19415101+5103254,1.318
12316100,19435141+5100108,1.400
12316126,19435406+5104527,1.479
12316494,19443415+5103342,1.291
12356204,19234583+5109182,2.054
12365293,19415272+5111065,2.471
12366537,19440583+5106214,1.566
12366840,19443657+5111194,1.355
12367827,19461996+5107396,1.479
12401103,19104310+5116330,0.985
12401315,19111786+5114033,1.249
12403961,19171977+5115226,1.016
12406029,19215474+5117561,1.295
12406689,19231442+5117516,1.992
12406844,19233828+5117022,0.898
12418339,19445589+5113579,1.333
12418504,19451326+5116034,1.231
12418515,19451461+5117346,1.257
12454043,19111342+5121121,0.841
12454554,19123100+5119562,1.395
12455117,19135545+5121190,1.127
12455357,19142474+5118360,1.013
