kic,tmass_id,mass
8112523,19464950+4355488,1.129
8115488,19494381+4359350,1.186
8120076,19540616+4359240,1.380
8123432,19572159+4354262,1.315
8123810,19574714+4356003,1.212
8123843,19574896+4358081,1.716
8124622,19583614+4357359,2.410
8126282,20002162+4354159,2.582
8126531,20003877+4359345,1.563
8127582,20014528+4359023,1.193
8127707,20015409+4358014,1.136
8129047,20031082+4358573,1.100
8142438,18421171+4401098,1.239
8142943,18434235+4404349,1.685
8144467,18474887+4405004,1.166
8144529,18475872+4404481,1.175
8145152,18492936+4405287,1.337
8145176,18493309+4403200,0.797
8145311,18495269+4404330,1.313
8148993,18574167+4405419,1.416
8149325,18582588+4405469,0.985
8149536,18585356+4402493,1.166
8151314,19024882+4404291,1.250
8153309,19070205+4401501,1.306
8154383,19091708+4400122,1.218
8154541,19093594+4400480,1.573
8154693,19095402+4400023,1.262
8154799,19100584+4400193,1.174
8154817,19100837+4405180,1.128
8158382,19165094+4404569,1.118
8159241,19180981+4405023,1.004
8160419,19195310+4403105,1.023
8160428,19195362+4403495,1.271
8160590,19200590+4405451,1.264
8160637,19201020+4403331,1.243
8162345,19221941+4405320,1.032
8162973,19231076+4400342,1.064
8163250,19233187+4405575,1.101
8164254,19245826+4401029,1.149
8164977,19260322+4401297,1.459
8165094,19261156+4404471,1.472
8165159,19261849+4404465,1.224
8165444,19264388+4403422,1.479
8166918,19285759+4401542,1.370
8167335,19293622+4405135,1.481
8168080,19304206+4405212,1.278
8172679,19365126+4403421,1.307
8172720,19365523+4401213,1.163
8172784,19370005+4402589,1.716
8172877,19370771+4401414,1.146
8173036,19371968+4401067,0.961
8173148,19372775+4403541,1.242
8173581,19380142+4401119,1.302
8173696,19380998+4404020,0.988
8173725,19381249+4404350,1.655
8173921,19382817+4401598,1.197
8174161,19384570+4400153,1.814
8175027,19395416+4401176,1.272
8175438,19402226+4401212,1.597
8175678,19403753+4402338,1.204
8176259,19412163+4401389,1.085
8176543,19414369+4405382,1.101
8176733,19415838+4402412,0.869
8176777,19420273+4404260,1.388
8176893,19421236+4401460,1.474
8176905,19421281+4402250,1.195
8178600,19441344+4404063,1.074
8181700,19475159+4400480,1.817
8188772,19544154+4405397,1.605
8191905,19575324+4404288,1.409
8192188,19580969+4405498,1.175
8192753,19584448+4405201,1.240
8192892,19585346+4404320,1.205
8195153,20012431+4402231,1.194
8195595,20015727+4403057,1.278
8196436,20024856+4404005,1.624
8197210,20033477+4402323,1.765
8197719,20040617+4404549,2.294
8210306,18425254+4409578,1.163
8211573,18462085+4407070,1.166
8212479,18482810+4409262,1.026
8212786,18491225+4407433,1.116
8213138,18495312+4406375,1.026
8213984,18515073+4409301,1.701
8217125,18574847+4410284,1.271
8217514,18583297+4406186,1.164
8217977,18593221+4408012,0.911
8218568,19005779+4407075,1.299
8218803,19013294+4411360,0.909
8218906,19015012+4406176,1.013
8219000,19020431+4408196,1.110
8219022,19020775+4409441,0.984
8219070,19021593+4408119,0.839
8219125,19022316+4409001,1.160
8219268,19024148+4407002,1.219
8222189,19090355+4407005,2.084
8222691,19100845+4406362,0.817
8222944,19103961+4409231,1.261
8223014,19104678+4408470,1.178
8223463,19114370+4406498,1.326
8223927,19123880+4407406,1.022
8225839,19162397+4409115,1.109
8227312,19185145+4407280,0.824
8228880,19205818+4411466,1.563
8230578,19231486+4406148,2.151
8230626,19231932+4410037,3.051
8231947,19250978+4407427,1.112
8232017,19251639+4406170,1.277
8232262,19253728+4410364,2.850
8232851,19262924+4407544,1.811
8233775,19275130+4406355,1.321
8233917,19280452+4408456,1.096
8234394,19284783+4408056,1.118
8234900,19293396+4410452,1.135
8235013,19294351+4406594,1.203
8235144,19295453+4408049,1.196
8235448,19302386+4406026,1.217
8241402,19383387+4409056,1.009
8243314,19405739+4407161,1.149
8244769,19424807+4410432,1.195
8246635,19450520+4406388,1.565
8247851,19463143+4406467,1.580
8248041,19464339+4411446,1.182
8248948,19474543+4407197,1.298
8249714,19483148+4406582,1.085
8250333,19490790+4410028,1.234
8250489,19491724+4408155,1.445
8255956,19543698+4406492,1.816
8256020,19544115+4408522,1.279
8258311,19570219+4408327,1.297
8258413,19571106+4408437,1.611
8258630,19572909+4411354,1.392
8259226,19580824+4407412,1.360
8260055,19585951+4407473,1.166
8260453,19592289+4408304,1.570
8260689,19593804+4406272,1.129
8262338,20012896+4409221,1.220
8264006,20032395+4410467,1.077
8264079,20032853+4409421,1.443
8277043,18431265+4412181,1.259
8277362,18440905+4417307,0.952
8277879,18454090+4416503,1.588
8278906,18482271+4414121,1.038
8283356,18575719+4417271,1.221
8283646,18583349+4412000,1.517
8283958,18591898+4415597,1.319
8284032,18592981+4415230,1.281
8284510,19003891+4412341,1.727
8284682,19010204+4412317,1.241
8285025,19014506+4412560,1.341
8285510,19024828+4416164,1.134
8285712,19031603+4413419,1.947
8288164,19082492+4413063,0.953
8288278,19083530+4412098,0.824
8292681,19170821+4413014,1.625
8293158,19175239+4415414,1.121
8293291,19180239+4416428,1.802
8293345,19180721+4417134,1.048
8293686,19183789+4416134,1.281
8294303,19193032+4413045,0.931
8296548,19222942+4416474,1.560
8296709,19224487+4417250,0.818
8296729,19224678+4415536,1.385
8299489,19265200+4412332,1.283
8299922,19273063+4412144,2.694
8300692,19283997+4415530,0.956
8300747,19284530+4415424,0.880
8301180,19292876+4417563,1.389
8301905,19303374+4414529,1.155
8302107,19305421+4415136,0.962
8307149,19380448+4413318,1.139
8307548,19383310+4416342,2.266
8307630,19383940+4416270,1.402
8309890,19413245+4415182,1.442
8310792,19423978+4416194,2.741
8312324,19443589+4417532,0.993
8312512,19445130+4415594,1.158
8314240,19465104+4412012,1.151
8314514,19471134+4413490,1.972
8315796,19482992+4417353,1.237
8316412,19490623+4413363,1.168
8323295,19555016+4416022,1.233
8325630,19582559+4414511,1.103
8325764,19583490+4416296,0.896
8328390,20013292+4416008,1.199
8328668,20015996+4415542,1.425
8330598,20040614+4412543,1.456
8332266,20055400+4415544,1.149
8343654,18441077+4422108,1.677
8345076,18475292+4420199,1.103
8346238,18503296+4420376,1.174
8348568,18554123+4423050,1.208
8348765,18560686+4422309,1.768
8349350,18572597+4419478,1.123
8349732,18581555+4422148,1.305
8350443,18594560+4422165,1.112
8350645,19001149+4418421,1.537
8350894,19004420+4421082,0.934
8354896,19093153+4421452,1.522
8357852,19153381+4421502,1.027
8358665,19170268+4422390,1.505
8359169,19175255+4419564,1.827
8359180,19175396+4422570,1.502
8359997,19190958+4422091,0.946
8360297,19193806+4423261,0.955
8360334,19194154+4421122,1.094
8361996,19220146+4420510,0.995
8362163,19221417+4422479,1.148
8362623,19225574+4418181,0.998
8363272,19235349+4418479,2.289
8363443,19240692+4423222,1.243
8363613,19242241+4422508,1.557
8364363,19252670+4422250,1.389
8364578,19254744+4420124,1.101
8364786,19260635+4423122,1.758
8365018,19262781+4420036,2.205
8365052,19263138+4420296,2.181
8365522,19271220+4422530,1.874
8365782,19273691+4423124,3.000
8365909,19275065+4420153,1.140
8366239,19281908+4419186,1.546
8366262,19282193+4421362,1.380
8366486,19284227+4418298,1.816
8366758,19290586+4423463,0.734
8367834,19304405+4420384,0.659
8374104,19392766+4419135,1.978
8375240,19405489+4420190,1.363
8377116,19431983+4420463,1.111
8377200,19432534+4420562,1.372
8377727,19440539+4423418,1.635
8378462,19445819+4419050,2.259
8378481,19445982+4421035,1.230
8378653,19451115+4422489,2.209
8379490,19461060+4420301,1.420
8379613,19461885+4418329,1.066
8380242,19470413+4420299,1.260
8381246,19480711+4421163,1.512
8381505,19482246+4423256,1.338
8382339,19491033+4421189,1.600
8385961,19524664+4421437,1.123
8386283,19530716+4419480,1.418
8386337,19531071+4421510,1.372
8386537,19532163+4422367,1.071
8386921,19534548+4420540,1.071
8387412,19541633+4422211,1.401
8389200,19560427+4423536,2.700
8389387,19561600+4419573,1.378
8389696,19563788+4419036,1.402
8391175,19581574+4421131,1.527
8391532,19583851+4418403,1.844
8391545,19583918+4422341,1.214
8394035,20011083+4418209,2.255
8394175,20012021+4419319,1.139
8394497,20014398+4418389,1.960
8395097,20023498+4420494,1.139
8395153,20024021+4420024,1.473
8395466,20030848+4422296,2.882
8396782,20044423+4419543,2.103
8397081,20050538+4423151,2.528
8408920,18440628+4424046,0.895
8409983,18470492+4428218,1.062
8410006,18470819+4426322,0.933
8410529,18482454+4424080,1.149
8410818,18490094+4428209,1.601
8414512,18571710+4426204,1.073
8414518,18571761+4427348,2.314
8415501,18592620+4428224,1.388
8415616,18594164+4424133,1.065
8416447,19012891+4425373,1.241
8417184,19030328+4425469,1.279
8417711,19041250+4425456,1.329
8418309,19052871+4426321,1.141
8418437,19054347+4426100,0.794
8423171,19153177+4424386,2.208
8423426,19160005+4428551,1.247
8423708,19163251+4429542,1.246
8424298,19173208+4429578,1.284
8424785,19181380+4427390,0.932
8425507,19192310+4426239,1.200
8426108,19201688+4424287,0.887
8426672,19210818+4424568,1.326
8426743,19211469+4428128,1.634
8428095,19231847+4424508,1.665
8430504,19265081+4425148,1.253
8431063,19274170+4426119,1.635
8431241,19275806+4424088,1.046
8431479,19281943+4424579,1.545
8431695,19283639+4426577,1.173
8432219,19293031+4426063,1.618
8432239,19293351+4427215,1.619
8432800,19302638+4424384,1.099
8440248,19410302+4429212,1.248
8441160,19421002+4426285,1.682
8441683,19425080+4427495,1.110
8442289,19433436+4425435,0.897
8445814,19475152+4426495,1.117
8451486,19533024+4427008,1.016
8453896,19555439+4426299,1.003
8454209,19561462+4426582,1.650
8454772,19564998+4425342,1.259
8456004,19580715+4424357,1.022
8458124,20001672+4428407,1.299
8458459,20003730+4426278,1.198
8458519,20004148+4429312,1.080
8458954,20011197+4425370,1.148
8459085,20012061+4427154,1.258
8459156,20012449+4424181,2.351
8460569,20030365+4428499,1.074
8461449,20041838+4429511,2.240
8461659,20043730+4425100,2.601
8462113,20051431+4425508,1.007
8462934,20062364+4427383,2.260
8475025,18472107+4434313,1.322
8475164,18474190+4435448,1.129
8475511,18483596+4433211,0.967
8476245,18501537+4431571,1.041
8476554,18505286+4432362,1.058
8478436,18550522+4430454,0.995
8478478,18551060+4434364,0.950
8478550,18551979+4431354,1.085
8479182,18564010+4430158,1.550
8479383,18570652+4434149,1.088
8479780,18575835+4432361,1.598
8480097,18584324+4435559,1.121
8480205,18585843+4432026,1.050
8480233,18590344+4433313,0.889
8480313,18591247+4431443,1.063
8481174,19011694+4435010,1.179
8481765,19024273+4430024,1.019
8482522,19042832+4433340,1.154
8482769,19050592+4435297,0.871
8482944,19052890+4432279,0.914
8487905,19155712+4430443,1.679
8489832,19191171+4435325,1.558
8491147,19211547+4432480,1.241
8491197,19211934+4435308,1.045
8491283,19212666+4433534,1.795
8493827,19250516+4433167,1.124
8493969,19251658+4431178,1.007
8494160,19253609+4434321,1.075
8495082,19265838+4435065,1.091
8495124,19270257+4431223,0.885
8495626,19275194+4432140,1.403
8496042,19283471+4431390,1.557
8505072,19413382+4435283,1.028
8506096,19425300+4434338,1.709
8506788,19434788+4432219,1.098
8506816,19435009+4430496,1.113
8507295,19442448+4433004,1.057
8507397,19443199+4435250,1.252
8507484,19443878+4432362,1.511
8510560,19481006+4430404,1.476
8515390,19530511+4431004,1.843
8518198,19555949+4435327,1.167
8518402,19561255+4434303,1.936
8518881,19564452+4435306,1.277
8522040,20000121+4433034,1.692
8522050,20000175+4434477,2.039
8524315,20022644+4431291,1.139
8524633,20024774+4430121,0.967
8525251,20033269+4433532,1.235
8525359,20034275+4432408,1.234
8526108,20045740+4432482,1.502
8527188,20063113+4435192,1.223
8538793,18452695+4440119,1.064
8539201,18464163+4441064,1.565
8540034,18484269+4439597,1.197
8540384,18493114+4440466,1.329
8540615,18500537+4441557,1.788
8540767,18502221+4436052,0.795
8540820,18502670+4440240,0.814
8542964,18550598+4437568,1.006
8543200,18553524+4440214,1.508
8543569,18562429+4438032,1.110
8543727,18564464+4437101,0.908
8544483,18581506+4441494,1.066
8545067,18592907+4436123,1.329
8545291,18595998+4436118,1.021
8545504,19003163+4440566,1.465
8545861,19012818+4436175,1.593
8546146,19020364+4438233,1.009
8547085,19041088+4440074,1.163
8547122,19041617+4438153,0.907
8547469,19045904+4438327,1.127
8547653,19052397+4439116,0.815
8547669,19052572+4437508,1.288
8552581,19153805+4440107,1.154
8552947,19161898+4439467,0.904
8555265,19201241+4439147,1.197
8555599,19204027+4439140,1.042
8555914,19210796+4437273,1.175
8556078,19212139+4438032,1.444
8557457,19232437+4438573,0.974
8558329,19244193+4439329,1.558
8558629,19250967+4441066,1.191
8558633,19251042+4436476,1.113
8560280,19273610+4441104,1.133
8561126,19285951+4441373,1.273
8561202,19290646+4437267,1.670
8561216,19290790+4439524,1.117
8561238,19291104+4441085,1.956
8564559,19343111+4441590,1.680
8564966,19350460+4438119,1.125
8565016,19351037+4438205,1.175
8565159,19352337+4437245,0.965
8569991,19420723+4436111,1.927
8570577,19424828+4440202,1.457
8572242,19445528+4436009,1.218
8573783,19464436+4441040,2.129
8573846,19464870+4439316,1.692
8574234,19471461+4438144,1.032
8575147,19481444+4436464,1.847
8579095,19521009+4441355,1.366
8579328,19522495+4437414,1.044
8580402,19532974+4439555,0.898
8580595,19534119+4439270,1.330
8583313,19562835+4439582,0.996
8583586,19564535+4438238,2.195
8584513,19574303+4437216,1.952
8586983,20001401+4436356,1.037
8587329,20003789+4439288,1.116
8587948,20011735+4439452,2.127
8589163,20023180+4436091,0.904
8590577,20041557+4436503,1.737
8590920,20045602+4439587,1.316
8590931,20045775+4438155,1.841
8591738,20061426+4436582,0.892
8605197,18493210+4446058,1.118
8607365,18540594+4447441,1.443
8607581,18543545+4442464,1.204
8607620,18544353+4444039,1.069
8607720,18545673+4442479,1.285
8609482,18584624+4443038,1.185
8609704,18591486+4445051,1.764
8610579,19012277+4445118,1.344
8611114,19023483+4444086,1.007
8611369,19030390+4442131,0.830
8611394,19030792+4445468,1.046
8611833,19040628+4446240,1.618
8612241,19050322+4442289,1.611
8612393,19052141+4442370,0.977
8612480,19053188+4447178,1.180
8612481,19053196+4444032,1.199
8612520,19053631+4442250,1.826
8612585,19054327+4442095,1.052
8612811,19061267+4447252,1.045
8613105,19065492+4445073,1.501
8613120,19065639+4442441,1.078
8613617,19080362+4445483,1.222
8616844,19144368+4444222,1.264
8617169,19152597+4443132,2.409
8617244,19153410+4443473,1.242
8617711,19162938+4443263,1.157
8618510,19174898+4446312,1.030
8618560,19175337+4442006,1.140
8618653,19180108+4446456,1.611
8618934,19182893+4443217,1.099
8619048,19184192+4442464,1.006
8619322,19190884+4446426,2.002
8620380,19205030+4446535,1.273
8620449,19205548+4443413,1.326
8620872,19213144+4442406,1.219
8621445,19221539+4443272,0.992
8622860,19241947+4446427,2.258
8623565,19252254+4444461,1.334
8623829,19254848+4442241,2.582
8623850,19255036+4445066,0.995
8624143,19261434+4446271,1.306
8624155,19261525+4442020,2.156
8628585,19331543+4442526,1.432
8629927,19351182+4444423,1.200
8630006,19351905+4443429,1.316
8630783,19362561+4445061,1.182
8635922,19431678+4443307,2.240
8636389,19435133+4447587,1.167
8643811,19515279+4443576,1.027
8648671,19565161+4446335,2.124
8649099,19571890+4447533,2.045
8653471,20020328+4442573,1.520
8654220,20025246+4442141,1.175
8654400,20030374+4445205,1.600
8669282,18480557+4448510,1.472
8671819,18533769+4453356,0.949
8673221,18563593+4450339,1.543
8674172,18583554+4449543,1.069
8674581,18593473+4450499,0.935
8675106,19004734+4452598,1.482
8675789,19022257+4449268,1.042
8675826,19022830+4453572,1.313
8675885,19023659+4453513,1.224
8675975,19025122+4453269,1.257
8676094,19030526+4449149,1.018
8676240,19032545+4450326,1.159
8676927,19045608+4451289,1.485
8676988,19050455+4450492,1.387
8677342,19055454+4450579,1.405
8677701,19064468+4451510,1.088
8678018,19072386+4453556,1.072
8681963,19154828+4449513,1.247
8682462,19164260+4449097,1.153
8683589,19184517+4449131,1.000
8683779,19190430+4448224,1.434
8684542,19201353+4449518,1.361
8684860,19203972+4451197,1.594
8685978,19221914+4453434,1.034
8686058,19222575+4453496,1.638
8686389,19225700+4448375,1.288
8686904,19234377+4449419,1.213
8687248,19241596+4450244,1.323
8688421,19260281+4448306,1.506
8689270,19271275+4450216,1.100
8689522,19273817+4453066,1.307
8689599,19274517+4453557,1.075
8689860,19281146+4451257,1.407
8690009,19282745+4453145,1.199
8693004,19331752+4453434,1.708
8693018,19331881+4449576,2.238
8694481,19353020+4448182,1.729
8695243,19363429+4448534,1.183
8696035,19373985+4450465,0.926
8697068,19390578+4453443,0.982
8701081,19442374+4448157,1.141
8701893,19452536+4448318,1.601
8702088,19453944+4453597,0.999
8702863,19463523+4451121,1.407
8703041,19464741+4451453,2.533
8703146,19465476+4453573,1.326
8707667,19513481+4453217,1.566
8707850,19514541+4452454,1.690
8708650,19523101+4452204,2.191
8708654,19523122+4448093,1.852
8710336,19541585+4453336,1.200
8712103,19560657+4452412,1.213
8718745,20033949+4449045,0.986
8719476,20043879+4450550,1.056
8736415,18540924+4456536,0.872
8737032,18552732+4459066,1.480
8737047,18552929+4459225,1.033
8738333,18580928+4459472,1.249
8738537,18583662+4455563,1.030
8738834,18591492+4459362,1.141
8738980,18593524+4459327,1.058
8739118,18595487+4458564,1.253
8740476,19030372+4454253,1.396
8741733,19055745+4459058,1.449
8742013,19063768+4459075,1.159
8742229,19070435+4456483,1.625
8742545,19074585+4454325,1.051
8742874,19083102+4457500,1.700
8746146,19151324+4457328,1.161
8746222,19152196+4458192,0.863
8746834,19163704+4456013,0.992
8747415,19173951+4458049,1.385
8747442,19174194+4455096,1.277
8748278,19191051+4459479,1.241
8748406,19192522+4458057,0.988
8748436,19192853+4454590,2.364
8748869,19201054+4456469,1.102
8751733,19243401+4454272,1.481
8752893,19261819+4459436,1.196
8753234,19264679+4454369,1.919
8753927,19275359+4458456,1.361
8754155,19281766+4457071,0.989
8754274,19282922+4459521,1.173
8757215,19330529+4458568,1.211
8758700,19352331+4457303,1.144
8759207,19360805+4454226,1.984
8759746,19365546+4458089,1.750
8759811,19370209+4458230,1.861
8761471,19392090+4456123,1.520
8766846,19462623+4455437,1.155
8771414,19511407+4456119,1.664
8776159,19560257+4456464,1.485
8779107,19592140+4459279,1.233
8780467,20004943+4458535,2.089
8782196,20023887+4455347,1.056
8802374,18560010+4505303,1.345
8803207,18574923+4504214,0.718
8803432,18581562+4502442,1.086
8803615,18583546+4503568,1.146
8804395,19002470+4501107,1.134
8804886,19013746+4500511,1.087
8805565,19030635+4505224,1.223
8805632,19031414+4505451,1.013
8805663,19031751+4503325,2.325
8806231,19042490+4500341,1.445
8812397,19170513+4502281,1.165
8812919,19180636+4500514,1.662
8813509,19191223+4501027,1.665
8813618,19192358+4500021,1.078
8813727,19193567+4505212,2.053
8814586,19204910+4504540,1.452
8815290,19215083+4503132,1.828
8815404,19220147+4504321,1.229
8816007,19225418+4500004,1.213
8816437,19233915+4500364,1.119
8817343,19245701+4504470,1.025
8817365,19245850+4502249,1.414
8818252,19262179+4500459,0.976
8822689,19332217+4500351,2.229
8822878,19333872+4504490,1.425
8824235,19354083+4504411,1.048
8824264,19354304+4500444,1.062
8824452,19355948+4502311,0.996
8824732,19362457+4500275,1.405
8825444,19372696+4503329,2.921
8826079,19382005+4500037,1.135
8826496,19385310+4500333,1.590
8827367,19400566+4504182,1.431
8827622,19402492+4501092,0.937
8827646,19402646+4504374,1.258
8827659,19402793+4503349,1.170
8827853,19404408+4505405,1.135
8827934,19405000+4503470,1.833
8836830,19513511+4501566,1.249
8838230,19525589+4502395,1.220
8838450,19530893+4501312,1.391
8839028,19534690+4504090,1.154
8840004,19545073+4500154,1.263
8840992,19555727+4505360,1.421
8843610,19585810+4504412,1.579
8843835,19591248+4503448,1.407
8844362,19595144+4501404,1.340
8845313,20005721+4501282,1.236
8845321,20005803+4502516,1.133
8845361,20010081+4502475,1.013
8846187,20015247+4504200,1.809
8846245,20015683+4501392,1.195
8848288,20041135+4505154,1.624
8866716,18534286+4508471,1.075
8866860,18535842+4508309,1.105
8867740,18554556+4507150,0.998
8868800,18575222+4507018,1.205
8868869,18575884+4509290,0.897
8868929,18580591+4506470,1.537
8869611,18592493+4510208,1.038
8870432,19011653+4510080,1.694
8870850,19021007+4506385,1.251
8872046,19041710+4509014,1.135
8872709,19053513+4506383,1.392
8872979,19060720+4507324,2.576
8873797,19073875+4509053,0.995
8878424,19162838+4508524,1.022
8879369,19180192+4509535,1.146
8879491,19181486+4506441,2.462
8879518,19181645+4506527,1.684
8879938,19190092+4506221,1.389
8880420,19195095+4506327,1.110
8888925,19321818+4511486,1.097
8890410,19342572+4507509,2.411
8891957,19362912+4507119,1.405
8896115,19414957+4509568,1.089
8905921,19530067+4506024,1.608
8906338,19532563+4508142,1.127
8907943,19550926+4510375,1.169
8909673,19571299+4507306,1.609
8911558,19592253+4511259,1.432
8914107,20022283+4509211,1.290
8914297,20023604+4511595,0.943
8914504,20024930+4506154,1.187
8915481,20035649+4506024,1.380
8916132,20043941+4509419,1.304
8934264,18534063+4512481,1.010
8934853,18545455+4513341,1.482
8935612,18562674+4515370,1.031
8936084,18571972+4516121,0.968
8936104,18572388+4512481,1.186
8936339,18575109+4516185,1.727
8936347,18575188+4514236,1.193
8936409,18575942+4517479,0.902
8936877,18585521+4515138,1.009
8937073,18591596+4516418,1.171
8939889,19050099+4516302,1.251
8939964,19051053+4516155,0.809
8940098,19052564+4513135,1.069
8940241,19054176+4512133,1.116
8940851,19065839+4514450,1.021
8941031,19071658+4516279,1.109
8941196,19073581+4513065,1.246
8941202,19073656+4516384,1.254
8946471,19173800+4515498,1.319
8946619,19175216+4513583,1.225
8946818,19181292+4517488,1.030
8947422,19192236+4515185,1.456
8948403,19204836+4514586,2.287
8948617,19210586+4512568,0.903
8949653,19223340+4513226,0.947
8949818,19224778+4512376,1.020
8951178,19244572+4513036,2.122
8951252,19245271+4517111,2.317
8952278,19262242+4515076,1.267
8952952,19271404+4512373,1.805
8953164,19273246+4513196,1.126
8955683,19312381+4515417,1.851
8957480,19340430+4516139,1.116
8957543,19340922+4512090,1.554
8957693,19342237+4512325,1.548
8957928,19344209+4516571,1.223
8957944,19344386+4513241,1.496
8958065,19345244+4512543,1.237
8959259,19362258+4516594,1.463
8959538,19364273+4513537,1.108
8960083,19372162+4512001,1.555
8961152,19384090+4513508,1.123
8962109,19395489+4517599,1.063
8962844,19405180+4513115,1.550
8962923,19405684+4516050,2.158
8963972,19421189+4516438,1.158
8964218,19422862+4515280,1.209
8973228,19514537+4512351,1.153
8973815,19521098+4517296,1.555
8976283,19543393+4512304,1.840
8981783,20003770+4513552,1.257
8983847,20024868+4513236,1.160
8984044,20030178+4516164,1.395
8984355,20032129+4513187,1.243
8984984,20040282+4517099,1.515
8985207,20042000+4513319,1.154
8985246,20042240+4513062,1.394
9002344,18530104+4518135,1.738
9002577,18532886+4518283,1.020
9002777,18535294+4521326,1.011
9002805,18535741+4518282,2.087
9002884,18540578+4520474,1.011
9003765,18554201+4518569,1.091
9004448,18571301+4523074,1.044
9004818,18580232+4518280,1.556
9007080,19023248+4521554,1.340
9007718,19034395+4519023,1.312
9008090,19041981+4523391,1.276
9008236,19043851+4520013,1.122
9008270,19044303+4523591,1.428
9009158,19062541+4519576,1.738
9009175,19062742+4522416,1.107
9009403,19065024+4520470,1.303
9009805,19073187+4521011,1.297
9009957,19074864+4521398,1.146
9012783,19125716+4523446,1.194
9015765,19180368+4519591,1.380
9016455,19190850+4521111,2.437
9016901,19195179+4520180,0.777
9018004,19213304+4522372,0.968
9018909,19224796+4522593,1.108
9019877,19241574+4522535,1.655
9020419,19250616+4521202,1.178
9020943,19254964+4522389,1.047
9021204,19261473+4523302,1.295
9021671,19265167+4521313,1.057
9021799,19270142+4518086,1.275
9024483,19305806+4522027,1.287
9024667,19311443+4521372,0.879
9025029,19314427+4521202,1.527
9025216,19320082+4523095,1.028
9025278,19320622+4522211,1.053
9025447,19322077+4520377,1.229
9025498,19322514+4523332,1.116
9025882,19330112+4522031,1.100
9026209,19332665+4519478,1.293
9026308,19333627+4520047,1.229
9027245,19345924+4518161,1.001
9027635,19353078+4521083,1.001
9027654,19353218+4518291,1.164
9027871,19355067+4523182,1.579
9028321,19362667+4520385,1.455
9028511,19364114+4519386,0.866
9028697,19365329+4520367,1.228
9028880,19370745+4519071,1.050
9028967,19371458+4519101,1.305
9029195,19373317+4520239,1.425
9029603,19380328+4523077,1.756
9030294,19385726+4523142,1.488
9031798,19405908+4520142,1.141
9032691,19420369+4521597,1.412
9032713,19420573+4522302,1.975
9034557,19441241+4523299,1.728
9045025,19540918+4522230,1.035
9048555,19580140+4522225,1.690
9049147,19583815+4519019,1.540
9049302,19584964+4520550,1.333
9051516,20011091+4520347,1.158
9071153,18520610+4528540,1.217
9071238,18521876+4525392,1.114
9071489,18525776+4524199,1.134
9071650,18531698+4528498,1.884
9071895,18534520+4529296,0.694
9072262,18543255+4529377,0.969
9074137,18583457+4527361,1.162
9075225,19010645+4524187,1.588
9075872,19023941+4527381,1.087
9076149,19031447+4527246,1.039
9076584,19041176+4524471,1.324
9077453,19060972+4527435,1.194
9077501,19061612+4529117,0.972
9077844,19070193+4525075,1.767
9079904,19113508+4527101,1.133
9080175,19120815+4529360,0.951
9080310,19122641+4528022,0.976
9080407,19123815+4529123,1.394
9080445,19124481+4524487,1.394
9080606,19130613+4526287,1.286
9084314,19202242+4526098,1.007
9086060,19231055+4527206,1.792
9086187,19232302+4527108,1.180
9086216,19232598+4527252,1.317
9086505,19235187+4529083,1.040
9086653,19240504+4529436,1.221
9087870,19255268+4528529,1.202
9088119,19261250+4525185,1.072
9091772,19314485+4525053,2.328
9093038,19333331+4526056,1.002
9096899,19383444+4529374,1.493
9097394,19391311+4526367,0.994
9099712,19420810+4526498,1.117
9100325,19425253+4526471,1.391
9100438,19425994+4524156,1.859
9100444,19430010+4528367,1.822
9100548,19430735+4525349,1.022
9108045,19510681+4526162,2.013
9109244,19521384+4526135,1.372
9109546,19523152+4527333,1.058
9109723,19524308+4527481,1.943
9110060,19530543+4525412,1.288
9112472,19554378+4527330,1.774
9114414,19580240+4528152,1.392
9115334,19590472+4528355,1.790
9116434,20001489+4526238,1.393
9119915,20040583+4524553,1.083
9138411,18544556+4531585,1.126
9138553,18550601+4535385,1.211
9139859,18575358+4531335,1.207
9139970,18581111+4532476,1.026
9140614,18593203+4533492,1.257
9141198,19005601+4530342,1.059
9142574,19035200+4532464,0.942
9142768,19041802+4532280,1.098
9143545,19060916+4534148,1.156
9143834,19064990+4532414,0.931
9143868,19065473+4534017,1.193
9143924,19070280+4530112,0.828
9145781,19111220+4535367,1.219
9145861,19112170+4535591,1.282
9145952,19113227+4535165,1.134
9145955,19113253+4531225,1.264
9146245,19120599+4531108,1.510
9146372,19122193+4533217,1.266
9146423,19122957+4533314,1.304
9147335,19142703+4535380,1.810
9150223,19200965+4532449,1.325
9151007,19212753+4533444,2.195
9151578,19222634+4532326,1.547
9151763,19224440+4534060,1.050
9152245,19232912+4533427,1.098
9157260,19313671+4532500,1.012
9158119,19330039+4533287,0.912
9158981,19341885+4533028,1.304
9159227,19344047+4534146,0.999
9159263,19344358+4534352,0.952
9159375,19345367+4535087,1.326
9160695,19364361+4532499,2.250
9160995,19370728+4530134,1.263
9161068,19371264+4531216,1.262
9161150,19371944+4532239,1.001
9161451,19374395+4530520,1.154
9163153,19401271+4532481,1.145
9163785,19412024+4535577,1.593
9164696,19423989+4531172,1.221
9165879,19441730+4535437,1.214
9166023,19442806+4531365,1.086
9166070,19443153+4532175,1.168
9173371,19524834+4531440,2.331
9176207,19554808+4532293,1.998
9176522,19561144+4531167,1.432
9177726,19573912+4532213,1.330
9180003,20001037+4532079,1.699
